clave,fecha,lat,lon,CRW_SST,CRW_SSTANOMALY,CRW_HOTSPOT,CRW_DHW,estado
2025-07-03|12.175|109.325,2025-07-03,12.191470,109.340970,28.85,0.6900000000000001,-0.06,2.45,ok
2022-11-09|6.525|117.925,2022-11-09,6.500556,117.920278,29.45,0.43,0.04,0.0,ok
2023-03-27|11.325|-60.575,2023-03-27,11.338389,-60.550028,26.61,0.19,-1.86,0.0,ok
2025-05-26|19.725|-156.075,2025-05-26,19.703389,-156.050111,26.330000000000002,0.9400000000000001,-0.92,0.0,ok
2025-08-21|6.525|117.925,2025-08-21,6.504861,117.921389,29.57,0.28,0.16,0.0,ok
2023-02-13|-4.525|129.925,2023-02-13,-4.513056,129.944722,28.45,-0.31,-0.73,2.88,ok
2021-08-11|25.225|34.825,2021-08-11,25.237250,34.800139,30.86,2.2800000000000002,2.16,3.27,ok
2022-08-27|2.475|103.975,2022-08-27,2.490667,103.955722,28.810000000000002,0.26,-0.8,0.0,ok
2025-08-05|2.525|103.975,2025-08-05,2.536750,103.969972,28.87,0.25,-0.73,0.0,ok
2025-10-06|-16.575|-151.725,2025-10-06,-16.552583,-151.732556,27.42,0.51,-1.52,0.0,ok
2023-03-27|11.375|-60.525,2023-03-27,11.354167,-60.527556,26.72,0.29,-1.76,0.0,ok
2024-07-17|2.225|104.075,2024-07-17,2.231000,104.052167,29.27,0.37,-0.33,3.97,ok
2022-09-17|-16.525|-151.725,2022-09-17,-16.535278,-151.728444,26.53,-0.19,-2.41,0.0,vecino
2024-07-23|16.275|-85.575,2024-07-23,16.277222,-85.558056,29.14,1.29,0.44,0.63,ok
2024-08-04|6.475|117.925,2024-08-04,6.498250,117.927222,30.310000000000002,1.04,0.89,0.46,ok
2023-05-13|5.925|102.725,2023-05-13,5.910611,102.709806,31.07,1.1400000000000001,1.12,0.46,ok
2024-08-20|6.175|118.125,2024-08-20,6.163417,118.108056,29.94,0.6900000000000001,0.6,1.59,ok
2023-11-27|-16.525|-151.725,2023-11-27,-16.533639,-151.734333,27.79,0.16,-1.1500000000000001,0.0,vecino
2021-01-27|-19.125|146.875,2021-01-27,-19.122694,146.881361,28.53,-0.23,-0.26,0.49,ok
2022-11-11|-18.575|146.475,2022-11-11,-18.576900,146.466867,27.400000000000002,0.43,-1.3900000000000001,0.0,ok
2024-08-06|5.775|103.075,2024-08-06,5.773278,103.059222,30.22,1.1400000000000001,0.31,6.3,ok
2022-11-26|-23.425|151.925,2022-11-26,-23.433667,151.924944,25.17,0.3,-1.95,0.0,ok
2022-05-18|2.575|104.325,2022-05-18,2.596667,104.327250,29.95,0.39,0.35000000000000003,0.59,ok
2023-11-21|7.075|117.225,2023-11-21,7.081278,117.247861,29.8,1.03,0.15,0.93,ok
2025-06-14|4.225|118.625,2025-06-14,4.231389,118.633611,29.8,0.73,0.5700000000000001,2.41,ok
2026-05-13|-8.675|115.525,2026-05-13,-8.676667,115.528333,29.580000000000002,1.44,1.03,4.51,ok
2024-08-21|2.475|103.975,2024-08-21,2.472972,103.962778,29.51,0.98,-0.1,0.0,ok
2024-04-27|6.725|116.325,2024-04-27,6.701222,116.338556,30.560000000000002,1.68,0.59,0.0,ok
2022-07-21|5.825|103.025,2022-07-21,5.817667,103.010361,29.41,0.19,-0.51,0.0,ok
2024-06-10|2.425|103.975,2024-06-10,2.435444,103.993500,30.04,0.72,0.43,7.45,ok
2024-10-01|-4.575|129.875,2024-10-01,-4.554167,129.860556,28.53,1.27,-0.64,0.0,ok
2025-10-15|-8.675|115.525,2025-10-15,-8.675556,115.535278,29.18,1.92,0.63,0.0,ok
2022-09-08|2.525|103.975,2022-09-08,2.517778,103.978361,28.91,0.32,-0.6900000000000001,0.0,ok
2021-04-06|2.825|104.125,2021-04-06,2.810000,104.136500,29.67,0.54,0.08,0.0,ok
2022-09-07|5.975|116.025,2022-09-07,5.990556,116.040278,29.810000000000002,0.39,-0.26,0.0,ok
2023-11-03|4.575|118.625,2023-11-03,4.574222,118.604222,30.47,1.61,1.1,1.43,ok
2025-11-23|19.375|-155.875,2025-11-23,19.378417,-155.898611,26.560000000000002,0.3,-0.63,0.0,ok
2024-05-03|2.775|104.125,2024-05-03,2.792389,104.123028,30.94,1.3900000000000001,1.35,2.87,ok
2023-07-22|-8.775|115.875,2023-07-22,-8.751389,115.893889,27.69,0.75,-0.9500000000000001,0.0,ok
2024-07-02|2.525|103.975,2024-07-02,2.547750,103.961694,29.67,0.64,0.07,6.11,ok
2022-07-05|-8.375|116.025,2022-07-05,-8.357222,116.042889,29.150000000000002,1.34,0.12,3.81,ok
2024-03-20|4.075|100.525,2024-03-20,4.057500,100.539694,30.66,1.3800000000000001,0.91,1.2,ok
2022-09-18|-16.475|-151.775,2022-09-18,-16.499417,-151.783972,26.41,-0.33,-2.5300000000000002,0.0,ok
2022-10-02|2.475|103.925,2022-10-02,2.488778,103.949389,29.09,0.36,-0.52,0.0,ok
2023-05-13|5.925|102.775,2023-05-13,5.923556,102.758306,31.1,1.18,1.16,0.48,ok
2022-03-19|2.775|104.125,2022-03-19,2.792389,104.123028,29.36,0.87,-0.23,0.0,ok
2022-07-21|5.625|103.175,2022-07-21,5.643583,103.151056,29.45,0.35000000000000003,-0.4,0.0,ok
2021-08-12|-26.775|153.175,2021-08-12,-26.751678,153.157861,20.51,0.46,-5.71,0.0,ok
2024-06-03|24.475|-80.375,2024-06-03,24.499444,-80.384167,29.04,1.31,-0.36,0.0,ok
2021-04-05|2.925|104.125,2021-04-05,2.910833,104.112556,29.580000000000002,0.52,-0.01,0.0,ok
2025-12-09|-13.325|48.175,2025-12-09,-13.322111,48.161972,29.35,1.01,0.2,0.0,ok
2024-07-19|5.725|102.975,2024-07-19,5.746917,102.999833,30.080000000000002,0.84,0.16,8.96,ok
2022-09-01|10.125|99.825,2022-09-01,10.117222,99.813056,30.45,1.76,0.32,0.0,ok
2025-09-18|2.575|103.975,2025-09-18,2.553250,103.958139,28.900000000000002,0.27,-0.7000000000000001,0.0,ok
2024-10-06|-26.825|32.875,2024-10-06,-26.812806,32.893667,22.43,-0.33,-4.54,0.0,ok
2021-04-21|-8.725|115.925,2021-04-21,-8.711639,115.926917,28.900000000000002,0.29,0.22,0.0,ok
2025-12-27|19.975|-155.875,2025-12-27,19.959436,-155.859813,26.05,0.84,-1.17,0.0,ok
2023-12-09|14.425|-60.875,2023-12-09,14.446806,-60.892306,28.45,1.12,0.11,11.32,ok
2025-05-10|18.475|-66.175,2025-05-10,18.474306,-66.189056,27.85,0.99,-0.68,0.0,ok
2023-11-04|5.225|115.125,2023-11-04,5.225861,115.141111,30.79,1.57,1.04,2.27,ok
2025-12-07|-16.475|-151.775,2025-12-07,-16.457028,-151.775806,28.02,0.29,-0.92,0.0,ok
2021-08-27|5.575|103.075,2021-08-27,5.598889,103.064194,29.68,0.76,-0.17,0.0,ok
2025-08-26|9.325|-82.225,2025-08-26,9.326222,-82.224083,29.2,1.08,0.74,0.86,ok
2022-07-18|-26.625|153.125,2022-07-18,-26.615000,153.112778,19.26,-1.28,-6.95,0.0,ok
2022-09-06|4.925|118.225,2022-09-06,4.920778,118.201278,29.54,0.62,-0.21,0.0,ok
2023-04-10|-27.925|153.425,2023-04-10,-27.942219,153.420955,25.240000000000002,0.67,-0.81,0.0,ok
2021-11-02|4.975|118.275,2021-11-02,4.950861,118.257889,30.44,1.31,0.7000000000000001,0.0,vecino
2024-05-25|2.675|103.925,2024-05-25,2.673400,103.904400,30.240000000000002,0.74,0.63,7.15,ok
2024-09-14|-26.825|32.875,2024-09-14,-26.820889,32.898167,22.580000000000002,0.21,-4.39,0.0,ok
2022-09-27|-27.475|153.375,2022-09-27,-27.500000,153.375250,21.35,0.48,-4.74,0.0,ok
2022-08-02|6.725|116.325,2022-08-02,6.721583,116.348417,30.53,0.99,0.56,0.0,ok
2021-09-29|6.025|116.025,2021-09-29,6.041389,116.019722,29.830000000000002,0.47000000000000003,-0.24,0.0,ok
2021-02-13|-19.725|149.175,2021-02-13,-19.745648,149.182677,28.29,0.13,0.12,0.0,ok
2022-08-12|4.575|118.925,2022-08-12,4.555972,118.927111,29.48,0.93,0.25,0.0,ok
2022-12-11|14.475|-60.925,2022-12-11,14.461639,-60.925361,27.57,0.27,-0.79,0.15,vecino
2022-03-28|-26.625|153.175,2022-03-28,-26.645000,153.160806,25.830000000000002,0.63,-0.39,0.15,ok
2021-05-13|-8.725|115.875,2021-05-13,-8.749500,115.894528,29.0,0.63,0.31,0.0,ok
2023-10-31|2.525|103.975,2023-10-31,2.514139,103.977111,30.59,1.74,0.99,0.14,ok
2025-09-13|4.575|118.575,2025-09-13,4.564639,118.593194,29.93,1.08,0.52,0.0,ok
2023-06-20|4.125|118.625,2023-06-20,4.118944,118.634250,29.82,0.8300000000000001,0.58,2.2600000000000002,ok
2024-11-04|-16.525|-151.725,2024-11-04,-16.533639,-151.734333,27.5,0.18,-1.44,0.0,vecino
2021-04-10|18.425|-69.675,2021-04-10,18.436556,-69.689222,26.740000000000002,0.2,-1.76,0.0,ok
2022-06-03|5.225|103.275,2022-06-03,5.235833,103.263000,29.53,0.07,-0.13,0.17,ok
2023-05-15|5.925|102.725,2023-05-15,5.912028,102.744889,31.02,1.07,1.07,0.61,ok
2021-09-15|4.125|118.625,2021-09-15,4.118833,118.629083,29.71,0.92,0.47000000000000003,0.0,ok
2021-10-29|6.075|100.025,2021-10-29,6.056194,100.035944,30.3,1.37,-0.07,0.0,ok
2022-10-01|-16.525|-151.775,2022-10-01,-16.539667,-151.788722,26.62,-0.25,-2.32,0.0,ok
2023-02-06|-26.675|153.125,2023-02-06,-26.683585,153.135379,26.89,0.79,0.68,0.14,ok
2024-05-10|-16.475|-151.725,2024-05-10,-16.479556,-151.720389,29.0,0.58,0.06,3.19,ok
2021-06-09|-20.075|148.925,2021-06-09,-20.065806,148.948111,23.66,0.26,-4.53,0.0,ok
2022-03-17|2.875|104.125,2022-03-17,2.876028,104.148028,29.02,0.66,-0.5700000000000001,0.0,ok
2021-10-17|5.725|102.975,2021-10-17,5.746917,102.999833,30.05,1.1,0.13,0.0,ok
2024-06-23|-26.825|32.875,2024-06-23,-26.829833,32.897000,24.13,0.9500000000000001,-2.84,0.0,ok
2022-07-06|5.225|115.125,2022-07-06,5.238361,115.118417,30.14,0.54,0.39,0.0,ok
2025-08-31|19.675|-156.025,2025-08-31,19.685722,-156.035028,26.94,-0.17,-0.3,0.0,vecino
2021-09-07|4.625|118.775,2021-09-07,4.632222,118.796639,29.92,1.17,0.62,0.0,ok
2025-08-13|-8.675|115.525,2025-08-13,-8.675556,115.535278,27.57,0.98,-0.98,0.15,ok
2023-11-23|7.025|117.475,2023-11-23,7.043861,117.465167,29.66,0.93,0.11,1.8800000000000001,ok
2024-12-17|7.175|117.375,2024-12-17,7.189833,117.370222,29.19,1.02,-0.4,0.47000000000000003,ok
2024-06-11|2.425|103.975,2024-06-11,2.430389,103.978639,30.55,1.24,0.9400000000000001,7.45,ok
2022-06-03|15.875|-61.325,2022-06-03,15.872611,-61.310000,27.59,0.38,-0.7000000000000001,0.0,ok
2021-03-28|-27.375|153.575,2021-03-28,-27.390556,153.551111,26.29,1.11,0.04,2.04,ok
2024-04-20|2.925|104.075,2024-04-20,2.932444,104.096917,30.79,1.31,1.2,0.52,ok
2023-04-01|-16.525|-151.725,2023-04-01,-16.542694,-151.740778,29.490000000000002,0.66,0.55,0.0,vecino
2025-10-15|3.675|73.425,2025-10-15,3.661444,73.408028,29.12,0.86,-0.54,0.0,ok
2023-03-14|2.225|104.125,2023-03-14,2.218306,104.149833,27.46,-0.98,-2.14,0.0,ok
2021-04-10|2.725|104.125,2021-04-10,2.732139,104.135417,29.61,0.31,0.02,0.0,ok
2021-07-30|5.925|102.725,2021-07-30,5.931583,102.723167,30.09,0.8200000000000001,0.14,0.3,ok
2021-09-18|-16.525|-151.725,2021-09-18,-16.535278,-151.728444,26.75,0.02,-2.19,0.0,vecino
2025-04-25|19.675|-156.025,2025-04-25,19.685889,-156.034972,25.76,0.9500000000000001,-1.48,0.0,vecino
2025-09-27|19.575|-155.975,2025-09-27,19.592167,-155.972472,27.19,0.02,-0.04,0.0,ok
2021-11-06|-23.425|151.925,2021-11-06,-23.443806,151.913306,24.26,0.37,-2.86,0.0,ok
2021-01-22|-16.425|-151.775,2021-01-22,-16.448056,-151.765889,28.26,-0.08,-0.68,0.0,ok
2025-05-30|14.625|-61.125,2025-05-30,14.643306,-61.141667,28.080000000000002,0.77,-0.38,0.0,vecino
2022-08-23|-8.375|116.025,2022-08-23,-8.357222,116.042889,28.45,1.23,-0.58,0.0,ok
2022-10-14|-20.075|148.925,2022-10-14,-20.071150,148.924500,25.32,0.74,-2.87,0.0,ok
2023-11-21|7.225|117.375,2023-11-21,7.232889,117.384972,29.72,0.97,0.13,1.52,ok
2023-09-03|4.275|73.025,2023-09-03,4.265556,73.001611,29.03,0.54,-0.56,0.0,ok
2026-03-17|-8.325|116.025,2026-03-17,-8.337639,116.037639,28.66,0.12,-0.41000000000000003,0.0,ok
2023-06-18|11.275|-74.225,2023-06-18,11.272972,-74.206750,28.95,1.16,0.48,1.18,ok
2023-08-11|6.525|117.925,2023-08-11,6.520972,117.915722,30.41,1.1300000000000001,1.0,4.99,ok
2023-05-11|13.375|-81.375,2023-05-11,13.384444,-81.387500,28.45,0.88,0.02,0.0,ok
2021-11-21|-16.425|-151.775,2021-11-21,-16.448056,-151.765889,27.76,0.19,-1.18,0.0,ok
2026-03-21|17.925|-71.675,2026-03-21,17.928000,-71.661806,27.240000000000002,0.5,-1.6600000000000001,0.0,ok
2024-08-08|4.625|118.775,2024-08-08,4.602250,118.768167,29.78,1.2,0.48,2.48,ok
2021-11-16|-24.125|152.725,2021-11-16,-24.111389,152.710611,25.21,0.76,-1.9000000000000001,0.0,ok
2025-05-27|-8.675|115.525,2025-05-27,-8.674722,115.512500,29.3,1.32,0.75,2.08,ok
2023-05-22|2.475|103.975,2023-05-22,2.458389,103.979306,29.37,-0.16,-0.24,0.48,ok
2023-09-11|4.925|118.275,2023-09-11,4.912333,118.254278,30.310000000000002,1.37,0.5700000000000001,0.0,ok
2022-03-12|-16.475|-151.775,2022-03-12,-16.499417,-151.783972,28.51,-0.39,-0.43,0.0,ok
2024-09-11|2.575|103.925,2024-09-11,2.560417,103.941028,29.47,0.87,-0.14,0.0,ok
2022-06-05|4.225|118.625,2022-06-05,4.248972,118.632083,29.77,0.66,0.54,0.0,ok
2025-12-08|-16.525|-151.775,2025-12-08,-16.506417,-151.783611,28.03,0.28,-0.91,0.0,ok
2022-10-18|6.525|117.925,2022-10-18,6.513889,117.924306,29.73,0.47000000000000003,0.32,0.0,ok
2024-07-20|5.775|103.025,2024-07-20,5.771694,103.039028,29.98,0.77,0.06,9.17,ok
2024-10-08|3.875|73.425,2024-10-08,3.893417,73.403222,28.93,0.66,-0.73,0.0,ok
2023-10-07|-16.525|-151.775,2023-10-07,-16.539667,-151.788722,26.88,-0.05,-2.06,0.0,ok
2024-06-09|18.375|-68.825,2024-06-09,18.365951,-68.848883,29.36,1.6600000000000001,0.8200000000000001,0.0,vecino
2024-07-11|4.925|118.225,2024-07-11,4.907389,118.243250,29.87,1.03,0.12,9.290000000000001,ok
2025-07-27|-8.675|115.525,2025-07-27,-8.676667,115.520278,27.580000000000002,0.77,-0.97,1.47,ok
2021-07-08|-27.375|153.225,2021-07-08,-27.388565,153.224549,18.17,-3.09,-8.09,0.0,ok
2025-08-04|19.675|-156.025,2025-08-04,19.667944,-156.029472,26.93,0.17,-0.31,0.0,vecino
2025-03-30|17.925|-71.675,2025-03-30,17.928000,-71.661806,27.88,0.99,-1.02,0.0,ok
2025-05-23|-16.475|-151.775,2025-05-23,-16.499028,-151.757333,28.740000000000002,0.58,-0.2,0.0,ok
2024-05-03|2.825|104.175,2024-05-03,2.816000,104.151028,31.0,1.47,1.41,2.87,ok
2022-03-19|2.675|104.175,2022-03-19,2.668778,104.175306,29.330000000000002,0.85,-0.26,0.0,ok
2023-03-01|3.975|100.525,2023-03-01,3.994167,100.534139,29.43,0.4,-0.33,0.0,ok
2022-07-05|5.225|115.125,2022-07-05,5.201861,115.142639,30.25,0.65,0.5,0.0,ok
2024-06-15|2.475|103.975,2024-06-15,2.490667,103.955722,30.17,0.92,0.56,7.53,ok
2025-12-11|21.025|-156.675,2025-12-11,21.000472,-156.667444,25.92,0.76,-0.9400000000000001,0.0,ok
2024-08-14|5.775|103.025,2024-08-14,5.761000,103.026389,30.52,1.48,0.6,4.76,ok
2025-04-03|-16.525|-151.725,2025-04-03,-16.535278,-151.728444,29.240000000000002,0.42,0.3,0.0,vecino
2023-11-22|7.225|116.825,2023-11-22,7.202167,116.845028,29.92,1.08,0.11,0.0,ok
2022-03-12|-8.325|116.025,2022-03-12,-8.337639,116.037639,29.400000000000002,0.91,0.33,0.0,ok
2021-09-03|2.025|102.325,2021-09-03,2.047806,102.335306,29.82,0.63,-0.21,0.0,ok
2024-09-08|6.475|117.875,2024-09-08,6.479083,117.890806,30.27,0.9500000000000001,0.8200000000000001,0.66,ok
2023-08-01|5.775|103.025,2023-08-01,5.761000,103.026389,29.89,0.76,-0.03,1.44,ok
2023-06-13|4.225|118.625,2023-06-13,4.231389,118.633611,29.5,0.43,0.27,2.72,ok
2023-01-13|16.325|-61.775,2023-01-13,16.301333,-61.772000,26.75,0.26,-1.68,0.0,ok
2022-09-07|4.925|118.275,2022-09-07,4.941556,118.282417,29.18,0.26,-0.56,0.0,ok
2024-04-27|6.725|116.375,2024-04-27,6.707556,116.372139,30.66,1.76,0.68,0.0,ok
2025-06-09|17.225|-62.675,2025-06-09,17.223111,-62.660639,28.36,0.98,-0.03,0.0,ok
2021-08-28|4.575|118.925,2021-08-28,4.581778,118.913250,29.67,1.04,0.44,0.0,ok
2021-09-24|5.975|116.025,2021-09-24,5.973889,116.012500,29.92,0.56,-0.15,0.0,ok
2021-08-16|2.175|104.125,2021-08-16,2.184000,104.106833,29.19,0.64,-0.42,0.0,ok
2021-09-11|2.425|103.975,2021-09-11,2.435444,103.993500,28.92,0.32,-0.6900000000000001,0.0,ok
2024-12-24|-26.775|32.925,2024-12-24,-26.776333,32.903972,26.86,1.28,-0.11,0.0,ok
2021-11-04|4.925|118.275,2021-11-04,4.912333,118.254278,30.51,1.3800000000000001,0.77,0.0,ok
2021-08-08|6.725|116.325,2021-08-08,6.712722,116.329528,30.46,0.92,0.49,0.0,ok
2024-05-28|18.325|-65.575,2024-05-28,18.347389,-65.573139,29.32,2.02,0.77,0.0,ok
2024-06-17|2.475|103.975,2024-06-17,2.495083,103.950028,30.23,1.0,0.62,7.53,ok
2023-11-26|6.775|116.625,2023-11-26,6.776000,116.616139,29.85,1.12,-0.11,0.0,ok
2024-03-06|-16.575|-151.725,2024-03-06,-16.552583,-151.732556,29.29,0.47000000000000003,0.35000000000000003,0.14,ok
2026-05-17|20.175|-155.925,2026-05-17,20.184222,-155.901972,26.2,1.17,-0.91,0.0,ok
2023-11-02|4.575|118.625,2023-11-02,4.559778,118.615167,30.580000000000002,1.72,1.21,1.28,ok
2022-10-01|5.775|102.875,2022-10-01,5.796778,102.899639,29.93,0.98,-0.01,0.0,ok
2024-07-10|4.775|118.375,2024-07-10,4.780694,118.382167,30.01,1.19,0.35000000000000003,9.76,ok
2023-09-06|3.825|72.775,2023-09-06,3.844822,72.751139,28.92,0.5,-0.61,0.0,ok
2022-10-06|4.575|118.775,2022-10-06,4.567972,118.758306,29.990000000000002,1.16,0.71,0.0,ok
2023-07-10|17.925|-71.675,2023-07-10,17.928000,-71.661806,29.830000000000002,1.5,0.93,0.0,ok
2025-12-10|-13.325|48.175,2025-12-10,-13.320333,48.154167,29.41,1.04,0.26,0.0,ok
2024-08-12|-8.675|115.525,2024-08-12,-8.676333,115.524028,27.57,0.97,-0.98,0.0,ok
2022-09-06|3.875|73.425,2022-09-06,3.893417,73.403222,27.84,-0.54,-1.82,0.0,ok
2025-02-12|-4.525|129.875,2025-02-12,-4.512000,129.890028,29.34,0.5700000000000001,0.16,4.32,ok
2022-06-07|4.225|118.675,2022-06-07,4.201556,118.689861,29.94,0.85,0.72,0.0,ok
2024-05-08|2.825|104.175,2024-05-08,2.816000,104.151028,30.73,1.17,1.1400000000000001,3.71,ok
2024-09-06|2.475|103.925,2024-09-06,2.492472,103.947056,29.330000000000002,0.75,-0.28,0.0,ok
2023-06-16|5.225|103.275,2023-06-16,5.235833,103.263000,29.75,0.44,0.09,0.48,ok
2023-09-05|-16.475|-151.775,2023-09-05,-16.499417,-151.783972,26.84,0.17,-2.1,0.0,ok
2023-09-01|2.475|103.975,2023-09-01,2.473611,103.964472,28.61,0.05,-1.0,0.0,ok
2024-12-22|-26.825|32.875,2024-12-22,-26.822417,32.896333,26.88,1.37,-0.09,0.0,ok
2025-04-08|-16.525|-151.725,2025-04-08,-16.549056,-151.703778,29.27,0.48,0.33,0.0,vecino
2021-08-17|2.225|104.075,2021-08-17,2.231000,104.052167,29.01,0.47000000000000003,-0.59,0.0,ok
2025-10-14|3.875|73.475,2025-10-14,3.884616,73.468356,29.28,1.05,-0.39,0.0,ok
2021-07-13|-27.375|153.225,2021-07-13,-27.399142,153.233027,18.16,-2.94,-8.1,0.0,ok
2024-02-29|18.375|-68.825,2024-02-29,18.365951,-68.848883,26.78,0.68,-1.76,0.0,vecino
2023-06-15|2.625|103.875,2023-06-15,2.644417,103.888111,29.25,-0.03,-0.37,0.48,ok
2021-07-17|5.775|103.075,2021-07-17,5.773278,103.059222,29.580000000000002,0.36,-0.33,0.15,ok
2025-12-05|24.075|-74.525,2025-12-05,24.087194,-74.529444,26.66,0.23,-2.12,3.0500000000000003,ok
2024-12-14|7.125|117.525,2024-12-14,7.119250,117.509250,29.21,0.98,-0.32,0.77,ok
2024-06-11|17.225|-62.625,2024-06-11,17.210861,-62.621944,29.52,2.14,1.16,0.78,ok
2023-07-10|6.525|117.925,2023-07-10,6.520389,117.929583,30.29,1.06,0.88,3.8200000000000003,ok
2023-09-07|2.475|103.925,2023-09-07,2.495750,103.947500,28.6,0.02,-1.01,0.0,ok
2025-05-07|2.475|104.525,2025-05-07,2.477528,104.504528,30.17,0.61,0.53,0.0,ok
2023-08-13|-28.175|153.525,2023-08-13,-28.162528,153.531111,21.19,0.93,-4.96,0.0,ok
2025-08-02|5.675|103.075,2025-08-02,5.666111,103.071278,30.37,1.29,0.48,0.0,ok
2025-09-03|2.475|103.975,2025-09-03,2.479222,103.956278,28.88,0.31,-0.73,0.0,ok
2026-04-18|-8.325|116.025,2026-04-18,-8.337639,116.037639,30.72,1.67,1.6500000000000001,1.43,ok
2022-05-06|10.125|99.725,2022-05-06,10.116333,99.728722,30.45,0.42,0.34,0.17,ok
2023-09-12|4.775|118.375,2023-09-12,4.780694,118.382167,30.1,1.18,0.44,0.0,ok
2025-07-17|-8.725|115.475,2025-07-17,-8.716389,115.456667,27.86,1.02,-0.62,1.92,vecino
2026-06-24|17.925|-87.925,2026-06-24,17.938472,-87.934861,,,,,sin_dato
2022-03-19|2.825|104.175,2022-03-19,2.816000,104.151028,29.22,0.81,-0.37,0.0,ok
2025-06-24|2.525|103.975,2025-06-24,2.537528,103.968417,29.29,0.15,-0.31,0.0,ok
2025-10-14|3.625|73.375,2025-10-14,3.619778,73.374139,29.36,1.09,-0.29,0.0,ok
2023-07-12|6.475|117.875,2023-07-12,6.479083,117.890806,30.400000000000002,1.17,0.9500000000000001,4.7700000000000005,ok
2023-03-11|-27.425|153.425,2023-03-11,-27.400694,153.437333,26.560000000000002,1.12,0.44,0.74,ok
2023-06-12|4.225|118.675,2023-06-12,4.218111,118.671889,29.18,0.11,-0.04,2.84,ok
2023-09-04|-26.825|153.125,2023-09-04,-26.803333,153.145556,21.03,0.68,-5.17,0.0,ok
2025-03-13|-5.625|120.425,2025-03-13,-5.609028,120.445139,30.02,1.16,0.75,0.0,ok
2024-12-17|7.075|117.225,2024-12-17,7.081278,117.247861,29.23,1.02,-0.42,0.3,ok
2023-07-07|17.175|-62.625,2023-07-07,17.160056,-62.630556,29.05,1.42,0.68,0.0,ok
2024-07-20|5.825|103.025,2024-07-20,5.817667,103.010361,30.0,0.78,0.08,9.38,ok
2023-04-15|-26.625|153.125,2023-04-15,-26.615028,153.112944,25.18,0.55,-1.03,0.43,ok
2025-04-11|5.225|103.275,2025-04-11,5.235167,103.261333,29.67,0.48,0.01,0.0,ok
2022-03-22|2.725|104.125,2022-03-22,2.732139,104.135417,29.310000000000002,0.7000000000000001,-0.28,0.0,ok
2022-12-06|-19.125|146.875,2022-12-06,-19.122683,146.881357,28.650000000000002,0.79,-0.14,0.0,ok
2022-02-28|-19.125|146.875,2022-02-28,-19.148333,146.870278,30.55,2.2,1.76,6.07,ok
2021-09-17|4.125|118.625,2021-09-17,4.104306,118.635167,29.76,0.96,0.52,0.0,ok
2021-07-16|5.725|102.975,2021-07-16,5.732778,102.997500,29.94,0.68,0.02,0.14,ok
2024-08-10|-8.675|115.525,2024-08-10,-8.673889,115.510833,27.72,1.09,-0.8300000000000001,0.0,ok
2025-12-19|19.575|-155.975,2025-12-19,19.559639,-155.966472,26.28,0.84,-0.9500000000000001,0.0,ok
2024-12-18|-26.825|32.875,2024-12-18,-26.822417,32.896333,26.89,1.51,-0.08,0.0,ok
2024-10-02|19.675|-156.025,2024-10-02,19.671694,-156.029861,26.95,-0.21,-0.29,0.0,vecino
2025-09-18|2.525|103.975,2025-09-18,2.549611,103.961417,28.900000000000002,0.27,-0.7000000000000001,0.0,ok
2023-11-04|-19.175|146.875,2023-11-04,-19.154306,146.866056,26.66,-0.09,-2.16,0.0,ok
2026-03-25|-8.725|115.925,2026-03-25,-8.730833,115.904167,28.26,-0.15,-0.42,0.0,ok
2025-09-15|4.775|118.375,2025-09-15,4.780694,118.382167,30.060000000000002,1.12,0.4,0.0,ok
2023-07-08|2.925|104.075,2023-07-08,2.932444,104.096917,29.62,0.76,0.03,0.14,ok
2025-07-13|19.725|-156.075,2025-07-13,19.740361,-156.055556,26.61,0.25,-0.64,0.0,ok
2022-03-10|-16.475|-151.775,2022-03-10,-16.499417,-151.783972,28.38,-0.49,-0.56,0.0,ok
2025-06-19|-8.725|115.575,2025-06-19,-8.706111,115.586111,28.64,0.98,0.09,1.94,ok
2021-08-15|2.325|104.125,2021-08-15,2.313167,104.125833,29.060000000000002,0.55,-0.54,0.0,ok
2022-05-28|16.425|-61.525,2022-05-28,16.431194,-61.542917,27.67,0.44,-0.66,0.0,ok
2023-03-25|11.275|-60.675,2023-03-25,11.294306,-60.671389,26.5,0.13,-1.95,0.0,ok
2023-10-03|-23.425|151.925,2023-10-03,-23.447194,151.911889,23.3,1.03,-3.8200000000000003,0.0,ok
2023-09-09|-16.575|-151.725,2023-09-09,-16.552583,-151.732556,26.98,0.32,-1.96,0.0,ok
2024-06-13|-8.675|115.525,2024-06-13,-8.676083,115.532167,28.01,0.22,-0.54,6.21,ok
2024-06-27|4.125|118.625,2024-06-27,4.107500,118.636278,29.75,0.88,0.51,4.37,ok
2024-08-08|4.675|118.675,2024-08-08,4.652556,118.664722,29.89,1.26,0.5,3.62,ok
2023-12-17|14.625|-61.125,2023-12-17,14.643306,-61.141667,28.01,0.76,-0.45,8.71,vecino
2024-07-10|4.925|118.275,2024-07-10,4.948778,118.257833,30.060000000000002,1.21,0.32,9.42,ok
2023-07-29|5.825|103.025,2023-07-29,5.817667,103.010361,29.93,0.77,0.01,1.6500000000000001,ok
2021-11-06|-26.625|153.175,2021-11-06,-26.648672,153.182933,22.900000000000002,0.02,-3.3200000000000003,0.0,ok
2021-04-09|2.725|104.225,2021-04-09,2.741528,104.217806,29.47,0.28,-0.12,0.0,ok
