clave,fecha,lat,lon,CRW_SST,CRW_SSTANOMALY,CRW_HOTSPOT,CRW_DHW,estado
2025-07-26|19.675|-156.025,2025-07-26,19.670250,-156.029333,26.46,-0.14,-0.78,0.0,vecino
2022-08-18|10.125|99.725,2022-08-18,10.116333,99.728722,29.75,1.05,-0.36,0.0,ok
2025-04-15|-8.675|115.475,2025-04-15,-8.684917,115.465611,29.47,0.99,0.99,0.58,ok
2022-08-31|-26.825|153.125,2022-08-31,-26.803333,153.145556,19.92,-0.36,-6.28,0.0,ok
2025-10-31|19.325|-155.875,2025-10-31,19.313000,-155.888444,26.990000000000002,0.21,-0.2,0.0,ok
2024-07-27|2.475|103.925,2024-07-27,2.495750,103.947500,29.37,0.63,-0.24,2.45,ok
2022-12-01|-16.425|-151.775,2022-12-01,-16.448056,-151.765889,27.64,-0.04,-1.3,0.0,ok
2022-12-13|7.225|117.375,2022-12-13,7.232889,117.384972,29.01,0.75,-0.58,0.0,ok
2021-10-26|6.525|117.925,2021-10-26,6.513444,117.905611,29.93,0.76,0.52,0.62,ok
2025-06-27|2.575|103.925,2025-06-27,2.560833,103.946250,29.25,0.15,-0.36,0.0,ok
2024-04-20|5.875|102.725,2024-04-20,5.884056,102.747028,31.2,1.52,1.23,0.18,ok
2024-12-15|7.175|116.875,2024-12-15,7.190056,116.880083,29.5,1.27,-0.3,0.0,ok
2023-08-13|-27.975|153.425,2023-08-13,-27.986694,153.433389,20.91,0.68,-5.16,0.0,ok
2026-05-29|20.075|-155.875,2026-05-29,20.080056,-155.867306,25.96,0.63,-1.22,0.0,ok
2023-07-12|2.725|104.225,2023-07-12,2.741528,104.217806,29.310000000000002,0.46,-0.28,0.0,ok
2025-04-25|19.725|-156.075,2025-04-25,19.704722,-156.050139,25.79,1.01,-1.46,0.0,ok
2024-12-21|-26.775|32.925,2024-12-21,-26.784472,32.902750,26.72,1.23,-0.25,0.0,ok
2023-05-15|5.875|102.775,2023-05-15,5.886028,102.770278,31.04,1.09,1.09,0.76,ok
2023-10-11|-8.375|116.025,2023-10-11,-8.357222,116.042889,28.47,0.54,-0.56,0.0,ok
2022-07-06|5.175|115.125,2022-07-06,5.191000,115.135694,30.13,0.53,0.38,0.15,ok
2024-11-18|21.725|39.075,2024-11-18,21.732139,39.068778,30.28,1.1500000000000001,-0.36,2.95,vecino
2024-08-14|6.575|117.925,2024-08-14,6.552056,117.924694,30.12,0.84,0.72,1.2,ok
2024-11-10|-16.525|-151.775,2024-11-10,-16.506417,-151.783611,28.3,0.89,-0.64,0.0,ok
2021-05-26|18.075|-77.975,2021-05-26,18.099944,-77.986139,28.53,0.35000000000000003,-0.6900000000000001,0.0,ok
2024-04-20|5.925|102.725,2024-04-20,5.910611,102.709806,31.13,1.46,1.18,0.17,ok
2023-09-07|-26.775|153.175,2023-09-07,-26.751667,153.157861,21.32,0.85,-4.9,0.0,ok
2022-12-08|6.775|116.625,2022-12-08,6.776000,116.616139,29.35,0.97,-0.61,0.0,ok
2023-07-29|9.775|-75.775,2023-07-29,9.779167,-75.750278,30.82,1.44,1.33,5.47,ok
2021-08-30|10.075|99.825,2021-08-30,10.066417,99.841472,29.8,1.1,-0.35000000000000003,0.0,ok
2023-09-27|18.375|-68.825,2023-09-27,18.365951,-68.848883,30.36,1.87,1.82,9.94,vecino
2023-06-26|18.375|-65.725,2023-06-26,18.389694,-65.728861,29.07,1.46,0.52,0.0,ok
2024-09-05|6.575|117.925,2024-09-05,6.562111,117.920167,29.89,0.62,0.49,1.04,ok
2023-09-04|2.475|103.975,2023-09-04,2.476028,103.965361,28.7,0.13,-0.91,0.0,ok
2022-10-04|4.575|118.775,2022-10-04,4.585444,118.785917,29.98,1.1500000000000001,0.7000000000000001,0.0,ok
2023-03-08|-8.675|115.575,2023-03-08,-8.685611,115.580028,28.3,-0.02,-0.3,0.32,ok
2023-06-28|2.475|103.975,2023-06-28,2.472972,103.962778,29.63,0.54,0.02,0.48,ok
2023-10-24|-26.375|153.125,2023-10-24,-26.362500,153.115000,23.1,0.63,-3.14,0.0,ok
2024-11-06|6.025|116.025,2024-11-06,6.008194,116.022028,30.27,0.97,0.2,0.0,ok
2025-06-09|-16.475|-151.725,2025-06-09,-16.479556,-151.720389,28.3,0.54,-0.64,0.0,ok
2023-05-23|-8.325|116.075,2023-05-23,-8.342611,116.062083,29.080000000000002,0.35000000000000003,0.01,0.15,ok
2024-09-27|19.675|-156.025,2024-09-27,19.691139,-156.040750,27.11,-0.07,-0.13,0.0,vecino
2022-09-04|2.675|103.875,2022-09-04,2.652528,103.883056,29.17,0.58,-0.45,0.0,ok
2025-12-04|24.075|-74.525,2025-12-04,24.074444,-74.546111,26.650000000000002,0.18,-2.13,3.2600000000000002,ok
2023-10-24|2.475|103.925,2023-10-24,2.488778,103.949389,30.22,1.3800000000000001,0.61,0.0,ok
2022-06-19|-19.175|146.825,2022-06-19,-19.171338,146.848462,22.67,0.1,-6.16,0.0,ok
2025-05-27|-8.375|116.025,2025-05-27,-8.357222,116.042889,29.900000000000002,1.28,0.87,0.15,ok
2022-07-18|4.275|113.825,2022-07-18,4.287222,113.819722,29.76,0.2,-0.1,0.0,ok
2025-09-13|4.925|118.275,2025-09-13,4.948694,118.251278,29.78,0.8300000000000001,0.04,0.0,ok
2025-06-25|6.525|117.925,2025-06-25,6.543639,117.920028,29.3,-0.04,-0.11,1.58,ok
2024-06-16|-16.475|-151.725,2024-06-16,-16.491778,-151.709972,28.05,0.46,-0.89,1.18,ok
2021-10-09|4.575|118.575,2021-10-09,4.564639,118.593194,30.07,1.1500000000000001,0.66,0.0,ok
2022-03-11|4.075|100.525,2022-03-11,4.057500,100.539694,30.01,0.84,0.26,0.0,ok
2026-05-23|-8.375|116.025,2026-05-23,-8.363917,116.034806,29.64,0.9500000000000001,0.61,3.94,ok
2025-05-06|19.675|-156.025,2025-05-06,19.667861,-156.029111,25.95,0.92,-1.29,0.0,vecino
2025-09-20|20.075|-155.825,2025-09-20,20.053667,-155.845806,26.990000000000002,-0.17,-0.19,0.0,vecino
2024-12-08|-26.825|32.875,2024-12-08,-26.829833,32.897000,25.88,0.86,-1.09,0.0,ok
2022-04-29|10.125|99.825,2022-04-29,10.116194,99.812861,30.78,0.8,0.65,0.16,ok
2023-09-06|2.475|103.975,2023-09-06,2.490667,103.955722,28.79,0.21,-0.8200000000000001,0.0,ok
2022-03-10|4.025|100.525,2022-03-10,4.011389,100.535111,29.900000000000002,0.74,0.14,0.0,ok
2021-08-16|-8.725|115.475,2021-08-16,-8.716015,115.457307,27.900000000000002,1.44,-0.58,0.0,vecino
2024-04-26|2.875|104.075,2024-04-26,2.898056,104.051667,31.19,1.67,1.61,1.53,ok
2021-06-26|-16.925|145.975,2021-06-26,-16.932250,145.986528,24.34,0.75,-4.43,0.0,ok
2025-06-11|17.225|-62.675,2025-06-11,17.217639,-62.660944,28.21,0.8200000000000001,-0.18,0.0,ok
2024-08-18|6.475|117.925,2024-08-18,6.486361,117.911167,30.1,0.8,0.68,0.8,ok
2024-11-21|7.025|117.075,2024-11-21,7.033778,117.073472,29.85,1.05,0.11,0.15,ok
2025-08-29|19.975|-155.875,2025-08-29,19.967528,-155.854639,26.95,-0.09,-0.27,0.0,ok
2021-04-02|4.225|118.625,2021-04-02,4.248972,118.632083,29.52,0.92,0.29,0.0,ok
2021-11-11|-23.425|151.925,2021-11-11,-23.440056,151.917306,25.07,0.9400000000000001,-2.05,0.0,ok
2025-07-13|-8.725|115.475,2025-07-13,-8.715000,115.456667,28.1,1.18,-0.38,1.92,vecino
2022-11-17|6.475|117.925,2022-11-17,6.498333,117.911361,29.25,0.34,-0.17,0.0,ok
2021-12-11|14.425|-60.875,2021-12-11,14.446806,-60.892306,27.84,0.56,-0.5,3.43,ok
2023-03-30|-16.525|-151.725,2023-03-30,-16.549056,-151.703778,29.44,0.6,0.5,0.0,vecino
2024-06-26|4.125|118.625,2024-06-26,4.118944,118.634250,29.740000000000002,0.85,0.5,4.37,ok
2025-10-15|5.775|102.875,2025-10-15,5.796778,102.899639,29.86,0.89,-0.08,0.0,ok
2022-09-07|6.025|116.025,2022-09-07,6.008194,116.022028,29.8,0.39,-0.27,0.0,ok
2023-05-21|2.475|103.975,2023-05-21,2.456806,103.971639,29.48,-0.06,-0.13,0.48,ok
2025-09-20|2.475|103.925,2025-09-20,2.488778,103.949389,29.330000000000002,0.6900000000000001,-0.28,0.0,ok
2021-09-29|5.975|116.025,2021-09-29,5.990556,116.040278,29.830000000000002,0.47000000000000003,-0.24,0.0,ok
2024-05-13|2.475|104.475,2024-05-13,2.459889,104.489306,30.96,1.35,1.33,3.69,ok
2021-04-11|18.425|-69.675,2021-04-11,18.426167,-69.682944,26.900000000000002,0.34,-1.6,0.0,ok
2022-07-21|5.725|102.975,2022-07-21,5.732778,102.997500,29.42,0.19,-0.5,0.0,ok
2023-07-03|4.225|118.675,2023-07-03,4.229472,118.680028,29.94,1.18,0.72,3.0,ok
2023-09-13|4.925|118.275,2023-09-13,4.948778,118.257833,30.16,1.21,0.42,0.0,ok
2022-10-06|-27.975|153.425,2022-10-06,-27.986694,153.433389,21.92,0.79,-4.15,0.0,ok
2025-12-13|20.625|-156.425,2025-12-13,20.613389,-156.437583,25.93,0.59,-1.1,0.0,vecino
2021-11-11|-23.475|151.925,2021-11-11,-23.451083,151.918167,25.11,0.97,-2.0100000000000002,0.0,ok
2022-09-11|-16.525|-151.725,2022-09-11,-16.542694,-151.740778,26.5,-0.18,-2.44,0.0,vecino
2024-06-11|14.425|-60.875,2024-06-11,14.446806,-60.892306,29.26,2.07,0.92,0.0,ok
2025-07-07|-8.725|115.425,2025-07-07,-8.731667,115.446944,28.060000000000002,1.17,-0.42,0.9400000000000001,ok
2023-11-26|6.875|116.875,2023-11-26,6.860861,116.861361,29.72,1.02,-0.12,0.0,ok
2024-11-14|-16.475|-151.775,2024-11-14,-16.457028,-151.775806,27.75,0.28,-1.19,0.0,ok
2025-08-06|2.575|103.975,2025-08-06,2.552444,103.960306,29.02,0.42,-0.58,0.0,ok
2022-07-28|25.025|-80.375,2022-07-28,25.043778,-80.369472,29.88,0.43,0.28,0.47000000000000003,ok
2021-12-04|-16.525|-151.725,2021-12-04,-16.533639,-151.734333,27.96,0.25,-0.98,0.0,vecino
2021-10-09|4.525|118.575,2021-10-09,4.549111,118.599139,30.04,1.12,0.66,0.0,ok
2025-07-26|-8.675|115.525,2025-07-26,-8.676389,115.525556,27.86,1.04,-0.6900000000000001,1.62,ok
2023-05-08|-16.525|-151.725,2023-05-08,-16.529667,-151.728194,28.76,0.31,-0.18,0.0,vecino
2023-11-27|6.875|117.375,2023-11-27,6.885861,117.382472,29.62,0.9500000000000001,0.02,2.84,ok
2024-05-11|-16.475|-151.775,2024-05-11,-16.457028,-151.775806,29.09,0.6900000000000001,0.15,3.22,ok
2022-10-19|6.525|117.925,2022-10-19,6.520972,117.915722,29.69,0.44,0.28,0.0,ok
2025-03-29|-16.575|-151.775,2025-03-29,-16.551472,-151.778389,29.39,0.54,0.45,0.0,ok
2022-12-13|7.075|117.075,2022-12-13,7.081333,117.054444,28.96,0.65,-0.77,0.0,ok
2025-05-28|-8.675|115.475,2025-05-28,-8.683611,115.483056,29.27,1.41,0.79,2.67,ok
2022-03-21|2.775|104.225,2022-03-21,2.779306,104.212667,29.16,0.7000000000000001,-0.43,0.0,ok
2024-05-23|-16.525|-151.725,2024-05-23,-16.533639,-151.734333,28.5,0.33,-0.44,3.04,vecino
2024-06-10|17.225|-62.675,2024-06-10,17.216972,-62.651667,29.52,2.13,1.1300000000000001,0.62,ok
2023-04-05|-26.625|153.175,2023-04-05,-26.635200,153.151800,26.21,1.26,-0.01,0.6,ok
2021-05-08|-8.725|115.925,2021-05-08,-8.711639,115.926917,28.900000000000002,0.48,0.22,0.0,ok
2022-07-21|5.675|103.075,2022-07-21,5.666111,103.071278,29.400000000000002,0.23,-0.49,0.0,ok
2022-07-21|5.575|103.075,2022-07-21,5.598889,103.064194,29.42,0.29,-0.43,0.0,ok
2021-03-24|-16.525|-151.775,2021-03-24,-16.539667,-151.788722,29.26,0.38,0.32,0.0,ok
2022-07-07|-8.675|115.475,2022-07-07,-8.684917,115.465611,28.37,1.28,-0.11,8.14,ok
2025-06-29|18.025|-67.175,2025-06-29,18.017667,-67.172806,28.64,0.49,-0.23,0.0,vecino
2024-09-03|14.525|-61.075,2024-09-03,14.521111,-61.096194,29.990000000000002,1.62,1.54,6.890000000000001,ok
2023-11-16|5.975|115.975,2023-11-16,5.970778,115.994306,30.61,1.36,0.55,0.0,ok
2024-02-21|18.375|-68.825,2024-02-21,18.363540,-68.841261,27.09,1.02,-1.45,0.0,vecino
2023-08-30|2.475|103.975,2023-08-30,2.481778,103.955694,28.91,0.35000000000000003,-0.7000000000000001,0.0,ok
2024-06-25|17.925|-87.925,2024-06-25,17.938472,-87.934861,29.66,1.3900000000000001,0.79,1.84,ok
2024-04-20|5.875|102.775,2024-04-20,5.886028,102.770278,31.18,1.51,1.23,0.18,ok
2021-05-23|-16.375|145.575,2021-05-23,-16.383167,145.562667,25.28,0.23,-3.6,0.0,ok
2022-09-03|-8.675|115.525,2022-09-03,-8.675861,115.533111,28.07,1.51,-0.48,0.0,ok
2021-09-30|-16.575|-151.725,2021-09-30,-16.552583,-151.732556,27.03,0.19,-1.9100000000000001,0.0,ok
2022-12-16|7.025|117.075,2022-12-16,7.033778,117.073472,28.900000000000002,0.67,-0.84,0.0,ok
2023-09-13|4.975|118.275,2023-09-13,4.963028,118.252750,30.16,1.21,0.42,0.0,vecino
2022-06-04|15.875|-61.625,2022-06-04,15.876389,-61.601667,27.650000000000002,0.32,-0.74,0.0,ok
2025-09-03|2.575|103.925,2025-09-03,2.558528,103.947083,28.89,0.32,-0.72,0.0,ok
2022-10-05|-28.175|153.575,2022-10-05,-28.194378,153.576610,22.48,1.26,-3.69,0.0,ok
2021-10-26|6.475|117.875,2021-10-26,6.479083,117.890806,30.04,0.86,0.59,0.61,ok
2023-08-05|6.475|117.925,2023-08-05,6.498333,117.911361,30.61,1.34,1.19,4.51,ok
2021-03-06|-27.425|153.425,2021-03-06,-27.400694,153.437333,26.900000000000002,1.32,0.78,1.52,ok
2024-05-08|2.825|104.125,2024-05-08,2.810194,104.136111,30.7,1.1400000000000001,1.11,3.77,ok
2025-08-22|9.325|-82.225,2025-08-22,9.327861,-82.223500,29.28,1.22,0.8200000000000001,1.03,ok
2024-05-01|5.925|102.725,2024-05-01,5.939083,102.722028,31.05,1.25,1.1,1.57,ok
2024-05-16|-8.675|115.525,2024-05-16,-8.676083,115.532167,29.080000000000002,0.98,0.53,8.23,ok
2022-03-21|2.775|104.175,2022-03-21,2.758361,104.199167,29.18,0.6900000000000001,-0.41000000000000003,0.0,vecino
2025-12-06|14.475|-60.925,2025-12-06,14.456472,-60.921000,28.01,0.58,-0.35000000000000003,7.9,vecino
2021-08-06|6.725|116.375,2021-08-06,6.720111,116.368417,30.27,0.72,0.29,0.0,ok
2022-12-30|-19.125|146.875,2022-12-30,-19.148333,146.870278,28.43,0.04,-0.36,0.64,ok
2023-07-19|6.525|117.925,2023-07-19,6.500556,117.920278,30.12,0.91,0.71,3.97,ok
2021-10-28|6.525|117.925,2021-10-28,6.520972,117.915722,29.66,0.51,0.25,0.47000000000000003,ok
2025-10-06|-16.525|-151.725,2025-10-06,-16.542389,-151.727028,27.39,0.47000000000000003,-1.55,0.0,vecino
2025-06-18|2.425|103.975,2025-06-18,2.430389,103.978639,29.48,0.26,-0.13,0.0,ok
2022-12-14|7.375|117.075,2022-12-14,7.356333,117.054722,28.92,0.6900000000000001,-0.8,0.0,ok
2026-02-10|-8.675|115.525,2026-02-10,-8.675556,115.535278,28.16,-0.27,-0.39,0.0,ok
2023-08-26|5.675|103.075,2023-08-26,5.666111,103.071278,30.14,1.19,0.25,0.0,ok
2024-06-01|-16.525|-151.725,2024-06-01,-16.529667,-151.728194,28.34,0.39,-0.6,3.04,vecino
2021-07-02|9.375|-76.175,2021-07-02,9.385972,-76.170111,29.66,0.62,0.6,0.0,ok
2021-03-23|-16.575|-151.725,2021-03-23,-16.552583,-151.732556,29.3,0.41000000000000003,0.36,0.0,ok
2023-06-02|16.425|-61.525,2023-06-02,16.431194,-61.542917,28.330000000000002,1.07,0.0,0.0,ok
2021-10-30|6.075|100.025,2021-10-30,6.060639,100.041194,30.11,1.17,-0.26,0.0,ok
2024-10-23|-16.525|-151.725,2024-10-23,-16.549056,-151.703778,27.63,0.5,-1.31,0.0,vecino
2025-09-27|-8.775|115.525,2025-09-27,-8.798250,115.527722,28.47,1.9100000000000001,0.0,0.0,ok
2025-05-29|14.425|-60.875,2025-05-29,14.446806,-60.892306,28.09,0.91,-0.25,0.0,ok
2025-07-06|17.925|-71.675,2025-07-06,17.928000,-71.661806,28.61,0.3,-0.29,0.0,ok
2024-08-17|4.575|118.975,2024-08-17,4.570194,118.956917,29.96,1.4000000000000001,0.74,0.31,ok
2022-07-05|5.175|115.125,2022-07-05,5.191250,115.141833,30.240000000000002,0.64,0.49,0.15,ok
2026-02-10|-8.375|116.025,2026-02-10,-8.357222,116.042889,28.14,-0.35000000000000003,-0.89,0.0,ok
2023-06-08|15.975|-61.725,2023-06-08,15.953917,-61.710361,28.88,1.47,0.44,0.0,ok
2024-06-29|6.075|100.075,2024-06-29,6.073139,100.057389,30.42,0.32,0.05,6.36,ok
2022-07-16|23.625|36.225,2022-07-16,23.600583,36.211389,30.52,1.02,0.23,0.0,ok
2024-11-04|2.475|103.975,2024-11-04,2.483472,103.956111,30.25,1.3800000000000001,0.64,0.0,ok
2021-08-17|12.525|-81.725,2021-08-17,12.531111,-81.738056,28.91,0.92,0.49,0.0,ok
2022-08-20|10.325|-75.575,2022-08-20,10.329444,-75.593333,29.57,0.53,0.5,0.47000000000000003,ok
2024-06-16|18.375|-68.825,2024-06-16,18.363540,-68.841261,29.53,1.7,0.99,0.3,vecino
2023-07-30|9.775|-75.725,2023-07-30,9.789400,-75.749000,31.080000000000002,1.68,1.57,6.24,ok
2023-11-18|9.425|-76.175,2023-11-18,9.402028,-76.162222,30.17,1.81,1.1,10.71,ok
2021-08-21|25.025|-80.375,2021-08-21,25.043778,-80.369472,30.22,0.7000000000000001,0.62,1.1500000000000001,ok
2025-12-07|-16.425|-151.775,2025-12-07,-16.448056,-151.765889,28.04,0.3,-0.9,0.0,ok
2025-04-12|18.475|-66.375,2025-04-12,18.492861,-66.395194,27.23,0.9,-1.31,0.0,ok
2022-05-17|2.575|104.325,2022-05-17,2.584444,104.336333,30.13,0.56,0.53,0.59,ok
2023-07-15|2.875|104.075,2023-07-15,2.898056,104.051667,29.17,0.41000000000000003,-0.41000000000000003,0.0,ok
2023-09-12|4.825|118.275,2023-09-12,4.812000,118.289361,30.26,1.32,0.53,0.0,ok
2021-10-30|6.075|100.075,2021-10-30,6.073139,100.057389,30.11,1.17,-0.26,0.0,ok
2024-08-03|5.675|103.075,2024-08-03,5.666111,103.071278,30.21,1.1300000000000001,0.32,6.7700000000000005,ok
2023-11-20|9.375|-76.175,2023-11-20,9.389111,-76.169500,29.91,1.57,0.85,10.950000000000001,ok
2023-05-12|5.925|102.725,2023-05-12,5.931583,102.723167,31.01,1.09,1.06,0.3,ok
2022-01-19|-27.325|153.225,2022-01-19,-27.344833,153.238778,27.29,1.01,0.99,0.0,ok
2022-02-11|6.075|100.025,2022-02-11,6.065861,100.043444,29.29,0.75,-1.08,0.0,ok
2021-06-10|10.075|99.825,2021-06-10,10.066417,99.841472,30.46,0.8,0.31,0.67,ok
2022-07-25|2.175|104.075,2022-07-25,2.187806,104.098139,29.64,0.8300000000000001,0.03,0.0,ok
2025-08-03|18.425|-69.675,2025-08-03,18.434833,-69.685222,29.02,0.91,0.52,0.0,ok
2023-07-09|6.475|117.925,2023-07-09,6.486361,117.911167,30.03,0.78,0.61,4.03,ok
2023-11-19|-16.525|-151.775,2023-11-19,-16.506417,-151.783611,27.44,-0.1,-1.5,0.0,ok
2023-08-27|2.525|103.975,2023-08-27,2.535111,103.968222,29.07,0.53,-0.53,0.0,ok
2022-03-21|2.725|104.225,2022-03-21,2.741528,104.217806,29.150000000000002,0.67,-0.44,0.0,ok
2022-10-17|6.475|117.925,2022-10-17,6.498250,117.927222,29.76,0.48,0.34,0.0,ok
2023-09-08|-16.525|-151.725,2023-09-08,-16.535278,-151.728444,26.82,0.15,-2.12,0.0,vecino
2022-06-15|-8.375|121.075,2022-06-15,-8.389358,121.062969,29.89,1.45,0.37,0.29,ok
2024-12-15|7.225|116.825,2024-12-15,7.202167,116.845028,29.53,1.3,-0.28,0.0,ok
2024-05-12|2.825|104.125,2024-05-12,2.810194,104.136111,30.89,1.31,1.3,4.5200000000000005,ok
2024-07-09|14.625|-61.125,2024-07-09,14.643306,-61.141667,28.98,1.3900000000000001,0.52,0.61,vecino
2024-03-11|-16.575|-151.775,2024-03-11,-16.551472,-151.778389,29.5,0.62,0.56,0.14,ok
2023-10-17|2.525|103.975,2023-10-17,2.524389,103.974250,29.82,1.0,0.22,0.0,ok
2021-05-16|11.325|-74.175,2021-05-16,11.313556,-74.194278,26.82,-0.48,-1.55,0.0,ok
2025-08-31|19.725|-156.075,2025-08-31,19.732583,-156.057778,26.84,-0.28,-0.41000000000000003,0.0,ok
2024-05-23|-16.475|-151.775,2024-05-23,-16.499028,-151.757333,28.51,0.35000000000000003,-0.43,3.08,ok
2026-05-24|19.675|-156.025,2026-05-24,19.667944,-156.029472,26.29,0.92,-0.9500000000000001,0.0,vecino
2023-07-11|2.775|104.175,2023-07-11,2.758361,104.199167,29.25,0.41000000000000003,-0.34,0.0,vecino
2023-12-10|22.575|39.075,2023-12-10,22.599167,39.056667,29.09,1.61,-1.6,2.58,ok
2024-10-14|-26.825|32.875,2024-10-14,-26.819278,32.895000,23.47,0.56,-3.5,0.0,ok
2022-03-18|2.925|104.075,2022-03-18,2.932444,104.096917,29.05,0.63,-0.54,0.0,ok
2025-07-23|6.525|117.925,2025-07-23,6.520972,117.915722,30.21,0.99,0.8,1.43,ok
2024-12-07|14.475|-60.925,2024-12-07,14.456472,-60.921000,28.93,1.53,0.5700000000000001,19.09,vecino
2022-02-10|6.075|100.025,2022-02-10,6.060639,100.041194,29.18,0.65,-1.19,0.0,ok
2024-06-28|6.075|100.075,2024-06-28,6.071556,100.051111,30.740000000000002,0.62,0.37,6.36,ok
2024-07-30|2.575|103.925,2024-07-30,2.558500,103.942306,29.42,0.73,-0.19,1.75,ok
2025-12-06|-16.525|-151.775,2025-12-06,-16.529528,-151.772278,27.96,0.23,-0.98,0.0,ok
2023-06-06|15.875|-61.625,2023-06-06,15.876389,-61.601667,28.44,1.1,0.05,0.0,ok
2021-05-27|18.375|-78.325,2021-05-27,18.360889,-78.343278,28.47,0.24,-0.89,0.0,ok
2024-05-16|2.575|103.925,2024-05-16,2.561222,103.942778,30.740000000000002,1.1400000000000001,1.1300000000000001,7.390000000000001,ok
2022-12-08|6.875|116.875,2022-12-08,6.860861,116.861361,29.25,0.85,-0.59,0.0,ok
2023-09-30|-16.525|-151.725,2023-09-30,-16.549056,-151.703778,26.650000000000002,-0.2,-2.29,0.0,vecino
2023-05-14|2.575|104.325,2023-05-14,2.579361,104.315750,30.21,0.62,0.61,0.0,ok
2025-06-06|17.175|-62.625,2025-06-06,17.155167,-62.629889,28.38,1.02,0.01,0.0,ok
2022-09-29|4.125|118.625,2022-09-29,4.111778,118.624917,30.080000000000002,1.24,0.84,0.15,ok
2021-07-15|5.775|102.975,2021-07-15,5.788361,102.992611,29.8,0.52,-0.12,0.0,ok
2024-08-03|5.575|103.075,2024-08-03,5.598889,103.064194,30.21,1.18,0.36,6.890000000000001,ok
2022-11-27|-23.475|151.925,2022-11-27,-23.454806,151.923806,25.18,0.26,-1.94,0.0,ok
2023-09-25|18.375|-68.875,2023-09-25,18.369111,-68.852472,30.19,1.69,1.6600000000000001,9.870000000000001,ok
2022-09-21|2.575|103.975,2022-09-21,2.551556,103.958417,28.650000000000002,0.0,-0.9500000000000001,0.0,ok
2021-01-13|-8.675|115.525,2021-01-13,-8.675111,115.514528,28.62,0.17,0.07,1.4000000000000001,ok
2023-07-14|17.175|-62.625,2023-07-14,17.155167,-62.629889,28.95,1.25,0.58,0.0,ok
2022-10-16|6.475|117.875,2022-10-16,6.479083,117.890806,29.85,0.56,0.4,0.15,ok
2023-07-12|2.675|104.175,2023-07-12,2.668778,104.175306,29.25,0.4,-0.34,0.0,ok
2026-06-02|13.125|-59.625,2026-06-02,13.130972,-59.640056,27.8,0.56,-0.55,0.0,vecino
2022-05-18|-16.525|-151.725,2022-05-18,-16.529667,-151.728194,28.36,0.07,-0.58,0.0,vecino
2024-03-16|-16.525|-151.775,2024-03-16,-16.539667,-151.788722,30.12,1.19,1.18,0.32,ok
2023-03-02|4.025|100.525,2023-03-02,4.012194,100.544889,29.37,0.32,-0.39,0.0,ok
2023-09-11|2.025|102.325,2023-09-11,2.049056,102.333694,29.8,0.63,-0.23,0.0,ok
2021-08-16|2.175|104.075,2021-08-16,2.187806,104.098139,29.17,0.61,-0.44,0.0,ok
2023-01-19|-8.675|115.475,2023-01-19,-8.682308,115.483022,28.09,-0.35000000000000003,-0.39,0.79,ok
2022-12-14|7.175|116.875,2022-12-14,7.190056,116.880083,28.92,0.66,-0.88,0.0,ok
2025-12-28|19.425|-155.925,2025-12-28,19.423610,-155.911930,26.03,0.8,-1.18,0.0,ok
2025-09-20|2.525|103.975,2025-09-20,2.515556,103.977528,29.26,0.62,-0.34,0.0,ok
2025-06-14|18.425|-66.025,2025-06-14,18.447861,-66.015611,28.1,0.64,-0.43,0.0,ok
2023-07-29|5.725|102.975,2023-07-29,5.746917,102.999833,29.91,0.74,-0.01,1.23,ok
2022-02-11|6.075|100.075,2022-02-11,6.071556,100.051111,29.240000000000002,0.73,-1.1300000000000001,0.0,ok
2021-05-14|-8.725|115.925,2021-05-14,-8.711639,115.926917,28.86,0.51,0.18,0.0,ok
2023-06-19|18.325|-65.325,2023-06-19,18.331111,-65.313611,29.22,1.61,0.77,0.0,ok
2022-07-23|5.775|102.975,2022-07-23,5.788361,102.992611,29.73,0.51,-0.19,0.0,ok
2022-06-25|-26.625|153.125,2022-06-25,-26.615028,153.112944,20.5,-0.86,-5.71,0.0,ok
2023-11-28|-16.525|-151.775,2023-11-28,-16.529528,-151.772278,27.96,0.32,-0.98,0.0,ok
2023-08-10|6.525|117.925,2023-08-10,6.513889,117.924306,30.400000000000002,1.12,0.99,4.84,ok
2024-08-14|5.725|102.975,2024-08-14,5.732778,102.997500,30.54,1.49,0.62,4.67,ok
2025-10-10|-16.525|-151.775,2025-10-10,-16.539667,-151.788722,27.42,0.46,-1.52,0.0,ok
2025-08-01|5.575|103.075,2025-08-01,5.598889,103.064194,30.36,1.32,0.51,0.0,ok
2025-05-06|2.425|104.525,2025-05-06,2.441806,104.509528,30.060000000000002,0.5,0.4,0.0,ok
2021-11-03|5.725|115.625,2021-11-03,5.705028,115.628417,30.28,1.03,0.3,0.0,ok
2021-07-30|5.875|102.775,2021-07-30,5.886028,102.770278,30.05,0.79,0.1,0.15,ok
2023-11-24|7.075|117.025,2023-11-24,7.078444,117.029528,29.59,0.85,-0.17,0.16,ok
2021-04-03|4.225|118.625,2021-04-03,4.248694,118.625472,29.560000000000002,0.93,0.33,0.0,ok
2025-06-25|17.825|-87.975,2025-06-25,17.833889,-87.993917,28.79,0.48,-0.11,0.15,ok
2021-03-24|6.725|116.325,2021-03-24,6.706528,116.316694,28.14,0.89,-1.83,0.0,ok
2023-05-15|5.875|102.725,2023-05-15,5.884056,102.747028,31.05,1.08,1.08,0.61,ok
